grunnkrets_id,year,all_households,singles,couple_without_children,couple_with_children,other_households,single_parent_with_children
2290310,2015,583200,289700,627200,779600,893700,422300
2290309,2015,583200,289700,627200,779600,893700,422300
2290304,2015,583200,289700,627200,779600,893700,422300
2290307,2015,583200,289700,627200,779600,893700,422300
2290313,2015,583200,289700,627200,779600,893700,422300
2290303,2015,583200,289700,627200,779600,893700,422300
2290311,2015,583200,289700,627200,779600,893700,422300
2290308,2015,583200,289700,627200,779600,893700,422300
2290312,2015,583200,289700,627200,779600,893700,422300
2290306,2015,583200,289700,627200,779600,893700,422300
2290302,2015,583200,289700,627200,779600,893700,422300
1240105,2016,495600,292700,627200,707300,773000,373500
1240104,2016,495600,292700,627200,707300,773000,373500
1240103,2016,495600,292700,627200,707300,773000,373500
1240101,2016,495600,292700,627200,707300,773000,373500
1240102,2016,495600,292700,627200,707300,773000,373500
2310715,2015,582400,299600,627200,804300,860400,421000
2310705,2015,582400,299600,627200,804300,860400,421000
2310712,2015,582400,299600,627200,804300,860400,421000
2310709,2015,582400,299600,627200,804300,860400,421000
2310713,2015,582400,299600,627200,804300,860400,421000
2310704,2015,582400,299600,627200,804300,860400,421000
2310701,2015,582400,299600,627200,804300,860400,421000
2310703,2015,582400,299600,627200,804300,860400,421000
2310706,2015,582400,299600,627200,804300,860400,421000
2310710,2015,582400,299600,627200,804300,860400,421000
2310707,2015,582400,299600,627200,804300,860400,421000
2310714,2015,582400,299600,627200,804300,860400,421000
2310702,2015,582400,299600,627200,804300,860400,421000
2310708,2015,582400,299600,627200,804300,860400,421000
19390105,2016,471400,266900,595200,827900,792100,395200
19390103,2016,471400,266900,595200,827900,792100,395200
19390107,2016,471400,266900,595200,827900,792100,395200
19390109,2016,471400,266900,595200,827900,792100,395200
19390106,2016,471400,266900,595200,827900,792100,395200
19390108,2016,471400,266900,595200,827900,792100,395200
19390102,2016,471400,266900,595200,827900,792100,395200
19390101,2016,471400,266900,595200,827900,792100,395200
19390104,2016,471400,266900,595200,827900,792100,395200
1063302,2015,599300,267700,563200,734300,0,0
4200201,2016,488600,266000,563200,681600,0,0
1063303,2015,599300,267700,563200,734300,0,0
4200202,2016,488600,266000,563200,681600,0,0
1063301,2015,599300,267700,563200,734300,0,0
4200204,2016,488600,266000,563200,681600,0,0
4200203,2016,488600,266000,563200,681600,0,0
18600209,2016,453300,252300,563200,722200,779400,370100
18600208,2016,453300,252300,563200,722200,779400,370100
18600202,2016,453300,252300,563200,722200,779400,370100
18600201,2016,453300,252300,563200,722200,779400,370100
18600204,2016,453300,252300,563200,722200,779400,370100
18600203,2016,453300,252300,563200,722200,779400,370100
18600205,2016,453300,252300,563200,722200,779400,370100
18600206,2016,453300,252300,563200,722200,779400,370100
18600207,2016,453300,252300,563200,722200,779400,370100
16240307,2016,476200,260100,563200,729700,836500,381000
16240304,2016,476200,260100,563200,729700,836500,381000
16240303,2016,476200,260100,563200,729700,836500,381000
16240311,2016,476200,260100,563200,729700,836500,381000
16240309,2016,476200,260100,563200,729700,836500,381000
16240305,2016,476200,260100,563200,729700,836500,381000
16240312,2016,476200,260100,563200,729700,836500,381000
16240306,2016,476200,260100,563200,729700,836500,381000
16240302,2016,476200,260100,563200,729700,836500,381000
16240313,2016,476200,260100,563200,729700,836500,381000
16240301,2016,476200,260100,563200,729700,836500,381000
16240308,2016,476200,260100,563200,729700,836500,381000
16240310,2016,476200,260100,563200,729700,836500,381000
2300503,2016,708300,340000,694400,909100,892200,485000
2300508,2016,708300,340000,694400,909100,892200,485000
2300506,2016,708300,340000,694400,909100,892200,485000
2300504,2016,708300,340000,694400,909100,892200,485000
2300502,2016,708300,340000,694400,909100,892200,485000
2300507,2016,708300,340000,694400,909100,892200,485000
2300501,2016,708300,340000,694400,909100,892200,485000
4230504,2015,334600,242300,478400,0,573300,0
4230506,2015,334600,242300,478400,0,573300,0
4230505,2015,334600,242300,478400,0,573300,0
4230502,2015,334600,242300,478400,0,573300,0
18360107,2015,469500,264100,531200,795900,695200,427000
18360104,2015,469500,264100,531200,795900,695200,427000
18360105,2015,469500,264100,531200,795900,695200,427000
18360103,2015,469500,264100,531200,795900,695200,427000
18360111,2015,469500,264100,531200,795900,695200,427000
18360110,2015,469500,264100,531200,795900,695200,427000
18360109,2015,469500,264100,531200,795900,695200,427000
18360108,2015,469500,264100,531200,795900,695200,427000
18360114,2015,469500,264100,531200,795900,695200,427000
18360106,2015,469500,264100,531200,795900,695200,427000
18360113,2015,469500,264100,531200,795900,695200,427000
15160111,2016,509400,269600,662400,843400,781900,433400
15160107,2016,509400,269600,662400,843400,781900,433400
15160104,2016,509400,269600,662400,843400,781900,433400
15160106,2016,509400,269600,662400,843400,781900,433400
15160110,2016,509400,269600,662400,843400,781900,433400
15160101,2016,509400,269600,662400,843400,781900,433400
15160108,2016,509400,269600,662400,843400,781900,433400
15160102,2016,509400,269600,662400,843400,781900,433400
15160105,2016,509400,269600,662400,843400,781900,433400
15160109,2016,509400,269600,662400,843400,781900,433400
15160103,2016,509400,269600,662400,843400,781900,433400
12460104,2016,583800,302100,630400,774100,827400,401100
12460105,2016,583800,302100,630400,774100,827400,401100
12460106,2016,583800,302100,630400,774100,827400,401100
12460103,2016,583800,302100,630400,774100,827400,401100
12460107,2016,583800,302100,630400,774100,827400,401100
12460102,2016,583800,302100,630400,774100,827400,401100
4360104,2015,446900,233700,512000,743800,762100,380300
4360110,2015,446900,233700,512000,743800,762100,380300
4360109,2015,446900,233700,512000,743800,762100,380300
4360108,2015,446900,233700,512000,743800,762100,380300
4360112,2015,446900,233700,512000,743800,762100,380300
4360107,2015,446900,233700,512000,743800,762100,380300
4360102,2015,446900,233700,512000,743800,762100,380300
4360103,2015,446900,233700,512000,743800,762100,380300
4360101,2015,446900,233700,512000,743800,762100,380300
4360106,2015,446900,233700,512000,743800,762100,380300
4360105,2015,446900,233700,512000,743800,762100,380300
4360111,2015,446900,233700,512000,743800,762100,380300
16170101,2015,436000,251800,512000,726700,850300,374400
16170103,2015,436000,251800,512000,726700,850300,374400
16170109,2015,436000,251800,512000,726700,850300,374400
16170108,2015,436000,251800,512000,726700,850300,374400
16170107,2015,436000,251800,512000,726700,850300,374400
16170111,2015,436000,251800,512000,726700,850300,374400
16170106,2015,436000,251800,512000,726700,850300,374400
16170112,2015,436000,251800,512000,726700,850300,374400
16170104,2015,436000,251800,512000,726700,850300,374400
16170102,2015,436000,251800,512000,726700,850300,374400
14260203,2015,560000,264400,598400,737000,832000,379700
14260206,2015,560000,264400,598400,737000,832000,379700
14260201,2015,560000,264400,598400,737000,832000,379700
14260211,2015,560000,264400,598400,737000,832000,379700
14260210,2015,560000,264400,598400,737000,832000,379700
14260202,2015,560000,264400,598400,737000,832000,379700
14260204,2015,560000,264400,598400,737000,832000,379700
14260209,2015,560000,264400,598400,737000,832000,379700
14260205,2015,560000,264400,598400,737000,832000,379700
14260208,2015,560000,264400,598400,737000,832000,379700
10020201,2016,488400,260500,598400,743500,778000,400200
12011809,2015,486500,295300,598400,752700,742300,416400
12011801,2015,486500,295300,598400,752700,742300,416400
12011811,2015,486500,295300,598400,752700,742300,416400
12011808,2015,486500,295300,598400,752700,742300,416400
12011821,2015,486500,295300,598400,752700,742300,416400
12011822,2015,486500,295300,598400,752700,742300,416400
12011814,2015,486500,295300,598400,752700,742300,416400
12011802,2015,486500,295300,598400,752700,742300,416400
12011815,2015,486500,295300,598400,752700,742300,416400
12011807,2015,486500,295300,598400,752700,742300,416400
12011824,2015,486500,295300,598400,752700,742300,416400
12011827,2015,486500,295300,598400,752700,742300,416400
12011826,2015,486500,295300,598400,752700,742300,416400
12011804,2015,486500,295300,598400,752700,742300,416400
12011823,2015,486500,295300,598400,752700,742300,416400
12011820,2015,486500,295300,598400,752700,742300,416400
12011816,2015,486500,295300,598400,752700,742300,416400
12011817,2015,486500,295300,598400,752700,742300,416400
12011825,2015,486500,295300,598400,752700,742300,416400
12011806,2015,486500,295300,598400,752700,742300,416400
12011803,2015,486500,295300,598400,752700,742300,416400
12011805,2015,486500,295300,598400,752700,742300,416400
12011813,2015,486500,295300,598400,752700,742300,416400
12011812,2015,486500,295300,598400,752700,742300,416400
12011819,2015,486500,295300,598400,752700,742300,416400
12011810,2015,486500,295300,598400,752700,742300,416400
12011818,2015,486500,295300,598400,752700,742300,416400
14180106,2016,479500,248600,598400,695500,887200,375200
14180104,2016,479500,248600,598400,695500,887200,375200
14180110,2016,479500,248600,598400,695500,887200,375200
14180105,2016,479500,248600,598400,695500,887200,375200
14180109,2016,479500,248600,598400,695500,887200,375200
14180107,2016,479500,248600,598400,695500,887200,375200
14180108,2016,479500,248600,598400,695500,887200,375200
10011601,2016,573500,290500,598400,765800,781000,404600
10011604,2016,573500,290500,598400,765800,781000,404600
10011603,2016,573500,290500,598400,765800,781000,404600
10011605,2016,573500,290500,598400,765800,781000,404600
10011607,2016,573500,290500,598400,765800,781000,404600
10011606,2016,573500,290500,598400,765800,781000,404600
10011602,2016,573500,290500,598400,765800,781000,404600
10011608,2016,573500,290500,598400,765800,781000,404600
5340202,2016,507800,308200,566400,716600,0,0
5340204,2016,507800,308200,566400,716600,0,0
5340205,2016,507800,308200,566400,716600,0,0
5340203,2016,507800,308200,566400,716600,0,0
5340201,2016,507800,308200,566400,716600,0,0
6220209,2016,478100,267000,566400,726400,799300,365600
6220201,2016,478100,267000,566400,726400,799300,365600
6220202,2016,478100,267000,566400,726400,799300,365600
6220203,2016,478100,267000,566400,726400,799300,365600
6220207,2016,478100,267000,566400,726400,799300,365600
6220205,2016,478100,267000,566400,726400,799300,365600
6220208,2016,478100,267000,566400,726400,799300,365600
6220206,2016,478100,267000,566400,726400,799300,365600
6220204,2016,478100,267000,566400,726400,799300,365600
16630401,2016,545500,249400,566400,812500,877300,401100
16630402,2016,545500,249400,566400,812500,877300,401100
16630403,2016,545500,249400,566400,812500,877300,401100
16630404,2016,545500,249400,566400,812500,877300,401100
1350204,2015,440700,258700,566400,720900,784500,377500
1350201,2015,440700,258700,566400,720900,784500,377500
1350206,2015,440700,258700,566400,720900,784500,377500
1350203,2015,440700,258700,566400,720900,784500,377500
1350205,2015,440700,258700,566400,720900,784500,377500
1350202,2015,440700,258700,566400,720900,784500,377500
2380109,2016,543600,301600,633600,773300,800400,381500
2380106,2016,543600,301600,633600,773300,800400,381500
2380105,2016,543600,301600,633600,773300,800400,381500
2380107,2016,543600,301600,633600,773300,800400,381500
2380101,2016,543600,301600,633600,773300,800400,381500
2380103,2016,543600,301600,633600,773300,800400,381500
2380108,2016,543600,301600,633600,773300,800400,381500
2380110,2016,543600,301600,633600,773300,800400,381500
2380102,2016,543600,301600,633600,773300,800400,381500
2380104,2016,543600,301600,633600,773300,800400,381500
15510107,2015,526400,271000,601600,780000,832600,392600
15510110,2015,526400,271000,601600,780000,832600,392600
15510112,2015,526400,271000,601600,780000,832600,392600
15510114,2015,526400,271000,601600,780000,832600,392600
15510102,2015,526400,271000,601600,780000,832600,392600
15510111,2015,526400,271000,601600,780000,832600,392600
15510106,2015,526400,271000,601600,780000,832600,392600
15510109,2015,526400,271000,601600,780000,832600,392600
15510103,2015,526400,271000,601600,780000,832600,392600
15510101,2015,526400,271000,601600,780000,832600,392600
15510108,2015,526400,271000,601600,780000,832600,392600
15510113,2015,526400,271000,601600,780000,832600,392600
15510104,2015,526400,271000,601600,780000,832600,392600
15510105,2015,526400,271000,601600,780000,832600,392600
2190202,2015,581500,292800,732800,1061100,877100,479900
2190220,2015,581500,292800,732800,1061100,877100,479900
2190218,2015,581500,292800,732800,1061100,877100,479900
2190215,2015,581500,292800,732800,1061100,877100,479900
2190208,2015,581500,292800,732800,1061100,877100,479900
2190210,2015,581500,292800,732800,1061100,877100,479900
2190204,2015,581500,292800,732800,1061100,877100,479900
2190203,2015,581500,292800,732800,1061100,877100,479900
2190213,2015,581500,292800,732800,1061100,877100,479900
2190206,2015,581500,292800,732800,1061100,877100,479900
2190221,2015,581500,292800,732800,1061100,877100,479900
2190217,2015,581500,292800,732800,1061100,877100,479900
2190205,2015,581500,292800,732800,1061100,877100,479900
2190219,2015,581500,292800,732800,1061100,877100,479900
2190201,2015,581500,292800,732800,1061100,877100,479900
2190207,2015,581500,292800,732800,1061100,877100,479900
2190212,2015,581500,292800,732800,1061100,877100,479900
2190211,2015,581500,292800,732800,1061100,877100,479900
2190209,2015,581500,292800,732800,1061100,877100,479900
5280207,2015,404000,237100,569600,712100,714200,378000
5280202,2015,404000,237100,569600,712100,714200,378000
5280204,2015,404000,237100,569600,712100,714200,378000
5280206,2015,404000,237100,569600,712100,714200,378000
5280205,2015,404000,237100,569600,712100,714200,378000
5280208,2015,404000,237100,569600,712100,714200,378000
5280201,2015,404000,237100,569600,712100,714200,378000
5280203,2015,404000,237100,569600,712100,714200,378000
8210204,2016,432400,238100,569600,727200,647400,371500
8210201,2016,432400,238100,569600,727200,647400,371500
8210211,2016,432400,238100,569600,727200,647400,371500
8210202,2016,432400,238100,569600,727200,647400,371500
8210203,2016,432400,238100,569600,727200,647400,371500
8210208,2016,432400,238100,569600,727200,647400,371500
8210205,2016,432400,238100,569600,727200,647400,371500
8210207,2016,432400,238100,569600,727200,647400,371500
8210209,2016,432400,238100,569600,727200,647400,371500
8210206,2016,432400,238100,569600,727200,647400,371500
8210210,2016,432400,238100,569600,727200,647400,371500
16011210,2015,330900,261500,537600,710200,506900,365800
16011203,2015,330900,261500,537600,710200,506900,365800
16011209,2015,330900,261500,537600,710200,506900,365800
16011212,2015,330900,261500,537600,710200,506900,365800
16011204,2015,330900,261500,537600,710200,506900,365800
16011211,2015,330900,261500,537600,710200,506900,365800
16011205,2015,330900,261500,537600,710200,506900,365800
16011207,2015,330900,261500,537600,710200,506900,365800
16011208,2015,330900,261500,537600,710200,506900,365800
16011213,2015,330900,261500,537600,710200,506900,365800
16011201,2015,330900,261500,537600,710200,506900,365800
16011206,2015,330900,261500,537600,710200,506900,365800
16011202,2015,330900,261500,537600,710200,506900,365800
19022072,2015,671000,285800,668800,823100,880600,411500
19022063,2015,671000,285800,668800,823100,880600,411500
19022071,2015,671000,285800,668800,823100,880600,411500
19022041,2015,671000,285800,668800,823100,880600,411500
19022042,2015,671000,285800,668800,823100,880600,411500
19022020,2015,671000,285800,668800,823100,880600,411500
19022038,2015,671000,285800,668800,823100,880600,411500
19022050,2015,671000,285800,668800,823100,880600,411500
19022064,2015,671000,285800,668800,823100,880600,411500
19022040,2015,671000,285800,668800,823100,880600,411500
19022035,2015,671000,285800,668800,823100,880600,411500
19022036,2015,671000,285800,668800,823100,880600,411500
19022031,2015,671000,285800,668800,823100,880600,411500
19022065,2015,671000,285800,668800,823100,880600,411500
19022034,2015,671000,285800,668800,823100,880600,411500
19022039,2015,671000,285800,668800,823100,880600,411500
19022010,2015,671000,285800,668800,823100,880600,411500
19022032,2015,671000,285800,668800,823100,880600,411500
19022061,2015,671000,285800,668800,823100,880600,411500
19022033,2015,671000,285800,668800,823100,880600,411500
2310713,2016,583300,299700,636800,817600,865000,435100
2310712,2016,583300,299700,636800,817600,865000,435100
2310714,2016,583300,299700,636800,817600,865000,435100
2310701,2016,583300,299700,636800,817600,865000,435100
2310709,2016,583300,299700,636800,817600,865000,435100
2310715,2016,583300,299700,636800,817600,865000,435100
2310703,2016,583300,299700,636800,817600,865000,435100
2310706,2016,583300,299700,636800,817600,865000,435100
2310702,2016,583300,299700,636800,817600,865000,435100
2310707,2016,583300,299700,636800,817600,865000,435100
2310704,2016,583300,299700,636800,817600,865000,435100
2310710,2016,583300,299700,636800,817600,865000,435100
2310708,2016,583300,299700,636800,817600,865000,435100
2310705,2016,583300,299700,636800,817600,865000,435100
5170309,2015,454200,245000,515200,671500,734100,377900
5170306,2015,454200,245000,515200,671500,734100,377900
5170310,2015,454200,245000,515200,671500,734100,377900
5170302,2015,454200,245000,515200,671500,734100,377900
5170311,2015,454200,245000,515200,671500,734100,377900
5170305,2015,454200,245000,515200,671500,734100,377900
5170303,2015,454200,245000,515200,671500,734100,377900
5170304,2015,454200,245000,515200,671500,734100,377900
5170307,2015,454200,245000,515200,671500,734100,377900
5170308,2015,454200,245000,515200,671500,734100,377900
9260223,2015,531900,267200,604800,786600,817300,388700
9260224,2015,531900,267200,604800,786600,817300,388700
9260218,2015,531900,267200,604800,786600,817300,388700
9260202,2015,531900,267200,604800,786600,817300,388700
9260201,2015,531900,267200,604800,786600,817300,388700
9260205,2015,531900,267200,604800,786600,817300,388700
9260208,2015,531900,267200,604800,786600,817300,388700
9260222,2015,531900,267200,604800,786600,817300,388700
9260209,2015,531900,267200,604800,786600,817300,388700
9260226,2015,531900,267200,604800,786600,817300,388700
9260212,2015,531900,267200,604800,786600,817300,388700
9260211,2015,531900,267200,604800,786600,817300,388700
9260210,2015,531900,267200,604800,786600,817300,388700
9260206,2015,531900,267200,604800,786600,817300,388700
9260221,2015,531900,267200,604800,786600,817300,388700
9260215,2015,531900,267200,604800,786600,817300,388700
9260217,2015,531900,267200,604800,786600,817300,388700
9260214,2015,531900,267200,604800,786600,817300,388700
9260216,2015,531900,267200,604800,786600,817300,388700
9260207,2015,531900,267200,604800,786600,817300,388700
9260204,2015,531900,267200,604800,786600,817300,388700
9260219,2015,531900,267200,604800,786600,817300,388700
9260227,2015,531900,267200,604800,786600,817300,388700
9260213,2015,531900,267200,604800,786600,817300,388700
9260225,2015,531900,267200,604800,786600,817300,388700
16210103,2016,496900,282900,604800,745600,768300,393500
16210104,2016,496900,282900,604800,745600,768300,393500
16210105,2016,496900,282900,604800,745600,768300,393500
16210102,2016,496900,282900,604800,745600,768300,393500
16210101,2016,496900,282900,604800,745600,768300,393500
12110108,2016,541100,266600,604800,796200,941000,420100
12110110,2016,541100,266600,604800,796200,941000,420100
12110106,2016,541100,266600,604800,796200,941000,420100
12110115,2016,541100,266600,604800,796200,941000,420100
12110109,2016,541100,266600,604800,796200,941000,420100
12110104,2016,541100,266600,604800,796200,941000,420100
12110112,2016,541100,266600,604800,796200,941000,420100
12110114,2016,541100,266600,604800,796200,941000,420100
12110103,2016,541100,266600,604800,796200,941000,420100
12110101,2016,541100,266600,604800,796200,941000,420100
12110111,2016,541100,266600,604800,796200,941000,420100
12110105,2016,541100,266600,604800,796200,941000,420100
12110113,2016,541100,266600,604800,796200,941000,420100
12110102,2016,541100,266600,604800,796200,941000,420100
12110107,2016,541100,266600,604800,796200,941000,420100
17560503,2016,483000,280200,572800,732300,767500,392700
17560504,2016,483000,280200,572800,732300,767500,392700
17560505,2016,483000,280200,572800,732300,767500,392700
17560502,2016,483000,280200,572800,732300,767500,392700
17560501,2016,483000,280200,572800,732300,767500,392700
16640109,2015,493600,257500,572800,740300,851600,396700
16640103,2015,493600,257500,572800,740300,851600,396700
16640121,2015,493600,257500,572800,740300,851600,396700
16640122,2015,493600,257500,572800,740300,851600,396700
16640118,2015,493600,257500,572800,740300,851600,396700
16640106,2015,493600,257500,572800,740300,851600,396700
16640107,2015,493600,257500,572800,740300,851600,396700
16640110,2015,493600,257500,572800,740300,851600,396700
16640112,2015,493600,257500,572800,740300,851600,396700
16640117,2015,493600,257500,572800,740300,851600,396700
16640105,2015,493600,257500,572800,740300,851600,396700
16640102,2015,493600,257500,572800,740300,851600,396700
16640108,2015,493600,257500,572800,740300,851600,396700
16640115,2015,493600,257500,572800,740300,851600,396700
16640116,2015,493600,257500,572800,740300,851600,396700
16640111,2015,493600,257500,572800,740300,851600,396700
16640114,2015,493600,257500,572800,740300,851600,396700
16640119,2015,493600,257500,572800,740300,851600,396700
16640123,2015,493600,257500,572800,740300,851600,396700
16640113,2015,493600,257500,572800,740300,851600,396700
16640104,2015,493600,257500,572800,740300,851600,396700
1065205,2015,531100,256000,572800,747300,787500,408600
1065203,2015,531100,256000,572800,747300,787500,408600
1065201,2015,531100,256000,572800,747300,787500,408600
1065204,2015,531100,256000,572800,747300,787500,408600
1065206,2015,531100,256000,572800,747300,787500,408600
1065202,2015,531100,256000,572800,747300,787500,408600
16270203,2016,469200,261900,572800,713600,759900,399600
16270202,2016,469200,261900,572800,713600,759900,399600
16270201,2016,469200,261900,572800,713600,759900,399600
16270215,2016,469200,261900,572800,713600,759900,399600
16270211,2016,469200,261900,572800,713600,759900,399600
16270207,2016,469200,261900,572800,713600,759900,399600
16270205,2016,469200,261900,572800,713600,759900,399600
16270212,2016,469200,261900,572800,713600,759900,399600
16270208,2016,469200,261900,572800,713600,759900,399600
16270210,2016,469200,261900,572800,713600,759900,399600
16270206,2016,469200,261900,572800,713600,759900,399600
16270204,2016,469200,261900,572800,713600,759900,399600
16270209,2016,469200,261900,572800,713600,759900,399600
18450103,2016,347300,227700,540800,0,767400,0
18450106,2016,347300,227700,540800,0,767400,0
18450104,2016,347300,227700,540800,0,767400,0
18450101,2016,347300,227700,540800,0,767400,0
18450102,2016,347300,227700,540800,0,767400,0
9120104,2015,469700,252400,540800,718500,766400,389400
